Gene stable ID	count	mean	std	min	25%	50%	75%	max
ENSMUSG00000064370	1.0	0.020619925639274603		0.020619925639274603	0.020619925639274603	0.020619925639274603	0.020619925639274603	0.020619925639274603
ENSMUSG00000064368	39.0	0.016242618157413853	0.015168716442028048	0.002986876411765804	0.004620029076103623	0.014596870138189805	0.020531396423682173	0.08181664124724623
ENSMUSG00000064367	4.0	0.04024103145139351	0.020722071742721608	0.022880366085857376	0.029840157407005737	0.033916016208121375	0.04431689025250915	0.07025172730347393
ENSMUSG00000065947	2.0	0.013863346582484231	0.01319826398590453	0.004530764618160946	0.00919705560032259	0.013863346582484231	0.018529637564645873	0.023195928546807517
ENSMUSG00000064360	1.0	0.0374641745402685		0.0374641745402685	0.0374641745402685	0.0374641745402685	0.0374641745402685	0.0374641745402685
ENSMUSG00000064357	3.0	0.02288081150322123	0.033348351014887014	0.003459484883319744	0.0036273760698446456	0.003795267256369547	0.03259147481317197	0.06138768236997439
ENSMUSG00000064356	28.0	0.44208847544574265	0.1772348725880779	0.09867031191748478	0.31645527637701065	0.45356536361992555	0.5581516085147248	0.866779089376054
ENSMUSG00000096607	2.0	2.108941960101754	1.4047818428556615	1.1156111929307806	1.6122765765162672	2.108941960101754	2.6056073436872405	3.102272727272727
ENSMUSG00000028101	77.0	0.047157479478595714	0.019151716880848837	0.0	0.03676289168517148	0.04234175847915317	0.05140466228332337	0.12319054652880354
ENSMUSG00000042354	82.0	0.31770767188785365	0.046331782293408987	0.14511041009463724	0.2963141163741515	0.3235303334267161	0.34885245901639345	0.4073469387755102
ENSMUSG00000004446	75.0	0.31032437423036024	0.08155217904721715	0.11958405545927209	0.2524066588926862	0.3016596439934646	0.35834926929122285	0.5338345864661653
ENSMUSG00000027379	77.0	0.32749078809423066	0.051248547298103436	0.06557377049180327	0.3005725190839695	0.3372375690607735	0.3554732700763712	0.4283755997258396
ENSMUSG00000035683	81.0	0.17614698986003452	0.0293993696954584	0.12567750677506775	0.16350093109869646	0.17045658012533574	0.17951284617951282	0.3487972508591065
ENSMUSG00000024346	68.0	0.05127356247161913	0.08587939246604794	0.0	0.012986853865222924	0.021559755123768964	0.036211441720335004	0.5152727272727272
ENSMUSG00000025364	65.0	0.0340093928495803	0.04861927098409485	0.006898454746136866	0.01314730346122887	0.017793594306049824	0.025464949928469243	0.27083333333333337
ENSMUSG00000015437	7.0	0.7623514214294994	0.544319822668169	0.37249883666821776	0.47569933090714883	0.571150097465887	0.7432286995515696	1.954954954954955
ENSMUSG00000098905	4.0	0.20486527145351777	0.14479792363877675	0.0422077922077922	0.12126623376623374	0.1977033291192583	0.2813023668065423	0.38184663536776214
ENSMUSG00000009112	75.0	0.239702029092911	0.04730762493637957	0.16270703739788653	0.20728211368298943	0.23521977250386183	0.2737548949512211	0.3813082542614829
ENSMUSG00000038331	75.0	0.009316863108466614	0.008165519967301324	0.0029947591714499623	0.004618351249591356	0.006317917614354309	0.01104388339244602	0.056639963894843735
ENSMUSG00000028460	85.0	0.3095874574918492	0.06719062702458108	0.07692307692307691	0.28785950623568335	0.30761789600967354	0.33935546875	0.4815825375170532
ENSMUSG00000091805	2.0	0.29858095419735337	0.005889790132605602	0.29441624365482233	0.2964985989260879	0.29858095419735337	0.30066330946861886	0.3027456647398844
ENSMUSG00000060918	10.0	0.24858900840525347	0.19872396934427292	0.10678210678210681	0.1504102096627165	0.15316209407867007	0.21149120025368637	0.6236559139784946
ENSMUSG00000019139	71.0	0.04914876856592496	0.0383640836591893	0.002221897642221367	0.03699643768611301	0.04202047456551067	0.05271853605121172	0.3273615635179153
ENSMUSG00000041445	71.0	0.2283798380846677	0.057755420276706236	0.11126919491733307	0.20244655649726712	0.22027669693039342	0.2429322627726232	0.49693251533742333
ENSMUSG00000026614	83.0	0.16333917260336422	0.036504579033370364	0.07034901838578997	0.14269912009073188	0.16399564337949274	0.17680577697110417	0.33663366336633666
ENSMUSG00000024897	78.0	0.06362323663400357	0.029783811847686605	0.020557029177718834	0.049605041101058206	0.05586980655656915	0.0698969470921398	0.24163568773234198
ENSMUSG00000073794	1.0	1.033898305084746		1.033898305084746	1.033898305084746	1.033898305084746	1.033898305084746	1.033898305084746
ENSMUSG00000048280	1.0	0.717741935483871		0.717741935483871	0.717741935483871	0.717741935483871	0.717741935483871	0.717741935483871
ENSMUSG00000028461	83.0	0.37051502798688757	0.06948332332483079	0.22173913043478263	0.3308577800576049	0.36959876543209874	0.4045285776217713	0.7947686116700201
ENSMUSG00000043537	4.0	0.27179497217747395	0.11722941014310585	0.11397058823529412	0.22111559787849566	0.2954281796490654	0.3461075539480437	0.38235294117647056
ENSMUSG00000017776	70.0	0.06615823563372415	0.09467294143124158	0.006695361071257771	0.009303919734571835	0.027400395084532694	0.05978753829643942	0.5151515151515151
ENSMUSG00000062061	12.0	0.7435122715202653	0.2704546586110208	0.39498525073746316	0.5339607408820876	0.7227413401510983	0.852406004080443	1.2754491017964071
ENSMUSG00000024576	45.0	0.04242236628071031	0.07272819061100311	0.0	0.013193636010865347	0.015430775825117872	0.03322259136212625	0.3714285714285714
ENSMUSG00000029310	71.0	0.07749770964915013	0.02276476095910962	0.02524808441150609	0.06718381242214888	0.07421416460153905	0.08631605718263105	0.17312226338834624
ENSMUSG00000021103	79.0	0.05771569448974881	0.09373867493355051	0.01688009313154831	0.031866262660587695	0.03492753623188406	0.04169237238522322	0.7656249999999999
ENSMUSG00000024486	81.0	0.20478880454860773	0.03991027780803756	0.10207239568941696	0.18459443687998445	0.20082107423879575	0.23465276131784785	0.2963309184388876
ENSMUSG00000047221	72.0	0.32260233997521176	0.04923150046302141	0.1095100864553314	0.3048866500289222	0.3298495989034786	0.3444066062510447	0.44076564924987066
ENSMUSG00000039841	86.0	0.11574164393184405	0.028115770047910736	0.06612244897959184	0.10248758628008439	0.11255180355122768	0.12182219599099393	0.3191489361702128
ENSMUSG00000031583	78.0	0.319614504492939	0.03977370608601152	0.18927018451051827	0.3048056058704616	0.3302577913911005	0.34244149977502947	0.44144715963186293
ENSMUSG00000030145	80.0	0.23387292272714838	0.02599002261903997	0.18506493506493507	0.2194190421950883	0.23569828106072616	0.24405914360835865	0.37931034482758624
ENSMUSG00000036916	73.0	0.40627872018509986	0.05751342489535384	0.2560386473429952	0.3647136273864384	0.4121983914209115	0.4511558538404176	0.5432169433314253
ENSMUSG00000048652	64.0	0.10983318397930336	0.20703269657408566	0.02616959064327485	0.058758257503750994	0.0686375321336761	0.08326745718050066	1.3773584905660377
ENSMUSG00000025436	69.0	0.11604541901353477	0.03688526516459948	0.06542895643060338	0.1014074341392999	0.11387228688266751	0.12028725314183124	0.35475578406169667
ENSMUSG00000031383	78.0	0.11469038065222463	0.06420497547685669	0.013716378875976744	0.08063413017666066	0.0926595355704522	0.12737417784936525	0.4367088607594936
ENSMUSG00000024287	72.0	0.045253870844565426	0.02851458700784576	0.012522361359570662	0.03164852981045624	0.03665855586506277	0.04461029646759043	0.1888317413666422
ENSMUSG00000004937	73.0	0.04431892301907461	0.04804321382158672	0.018099547511312215	0.03056577880356809	0.03484110415216887	0.04716981132075471	0.43400211193241817
ENSMUSG00000090202	29.0	0.42668634177694803	0.17296892669119054	0.1895113230035757	0.38057366362451106	0.4173822534478272	0.44448735277080514	1.2323232323232323
ENSMUSG00000018379	73.0	0.07096866400258352	0.154771795461653	0.0	0.015258215962441314	0.01646090534979424	0.029618082618862042	0.975609756097561
ENSMUSG00000032740	78.0	0.07464526106130118	0.027862340966360734	0.03655352480417755	0.06444485710849786	0.07026910343683736	0.07715117288518016	0.288135593220339
ENSMUSG00000030612	83.0	0.2210424333796354	0.054253851780043445	0.11810297102786493	0.190286318068687	0.21305092664693973	0.23773724883765474	0.3558282208588957
ENSMUSG00000059316	82.0	0.08019581384546276	0.024213719443821963	0.04508058153950186	0.0674744647066888	0.07498210063680252	0.08409228051134315	0.1915628598346069
ENSMUSG00000022607	74.0	0.04232252956117773	0.02957714269992949	0.01992287917737789	0.029559472523055352	0.03410241637844077	0.043157671467962434	0.2608695652173913
ENSMUSG00000062078	62.0	0.11191887740990682	0.15946451249561716	0.0	0.0	0.05592847288851814	0.14972493123280817	0.7824561403508772
ENSMUSG00000030611	81.0	0.22845528996145983	0.07523712241281079	0.005315971382650376	0.18374558303886926	0.22770634591455827	0.2740696987595983	0.3549357945425361
ENSMUSG00000040274	79.0	0.07920604808393529	0.05676282845252688	0.041377537907992805	0.04809304554798496	0.05847438997581886	0.07707725619190055	0.3580118694362017
ENSMUSG00000019975	74.0	0.1857862858129739	0.04757415736892706	0.12556381811532366	0.1606745370991155	0.17910934905763232	0.19395961397669337	0.42924528301886794
ENSMUSG00000033510	69.0	0.057592173846701455	0.04190544455885458	0.01620098614698286	0.04201680672268908	0.05000766988801963	0.06153606480760243	0.3299057412167952
ENSMUSG00000059206	6.0	0.4519058596115424	0.08601100270859845	0.3292682926829268	0.40360374919198455	0.4554072249247093	0.49807792968833775	0.5727149932462855
