Gene name	mean
1500009L16Rik	0.2033174734266152
1700001L19Rik	0.2460972681302001
4930444P10Rik	0.3667979357157128
4930447C04Rik	0.31452993896272824
4930452B06Rik	0.2603159664357811
4930539E08Rik	0.4349534175408925
4931428F04Rik	0.14013937700789866
5330417C22Rik	0.093669491025519
5730522E02Rik	0.6637976022828538
6330403K07Rik	0.21660961921308972
6430548M08Rik	0.05111453108359903
6430571L13Rik	0.1693314468741589
9530077C05Rik	0.15734126154514164
A830018L16Rik	0.10765652891888376
Abca5	0.09779734840240396
Abcc8	0.035722459676296954
Abcg4	0.03840158914249578
Ablim3	0.02963095068880424
Acbd7	0.11525033564893443
Ache	0.10428154723416168
Acr	0.3078326703879257
Acta1	0.007193787752953069
Actl6b	0.019893924541988097
Acvr1b	0.03152944668109573
Adam22	0.10424307360914134
Adamts14	0.12754366337087225
Adamts15	0.048121894266559787
Adamts17	0.07619732878152582
Adarb1	0.04766525744637285
Adarb2	0.06811696244971135
Adcy1	0.058953327415247114
Adcy8	0.032643011539484526
Adcyap1	0.11635079115913438
Add2	0.051468783797607935
Adprhl1	0.07434867129444908
Adra2c	0.0595315966132156
Aff2	0.16252014637851878
Aff3	0.11534234255190805
Agap2	0.07312953131301472
Agbl4	0.16825661467274636
Agtpbp1	0.08639038407852359
Ahi1	0.17178144858344718
AI593442	0.1754151908909977
AI854703	0.049175794493080426
Ajap1	0.12944739078708992
Ak5	0.08458032928409888
Aldh1b1	0.04810579567313
Allc	0.17541769612339278
Aloxe3	0.0959777003196882
Amigo1	0.1153735397608244
Amn	0.2215215447306211
Amph	0.16887488432707295
Amy1	0.1583704897097674
Angpt1	0.05143838122417859
Ank1	0.07340758976948042
Ank3	0.05350009945503574
Ankrd24	0.1904303243660567
Ankrd34a	0.0432417682978502
Ankrd34b	0.13710935503127078
Ankrd35	0.1826841661906804
Ankrd42	0.1983548375255904
Ankrd45	0.27058887403994025
Ankrd55	0.15214606115963075
Ano5	0.15475927647192286
Aox4	0.1996921454990384
Ap3b2	0.06527007518341592
Apba1	0.06362323663400357
Apc2	0.06281256990885545
Arg2	0.20490642099516726
Arhgap15	0.2050638518122031
Arhgap20	0.2353010974864811
Arhgap33	0.10908601270518567
Arhgap36	0.2823268504509336
Arhgap44	0.07151124817840745
Arhgdig	0.15677291533302304
Armcx1	0.1716147022369883
Arx	0.057799068567573685
Asphd1	0.1870826979700904
Asxl3	0.20849609228528035
Atcay	0.03618713805690875
Atg9b	0.1425327305587546
Atl1	0.03877020363676234
Atp1a3	0.012401440366361616
Atp2b2	0.027088410409459685
Atp2b3	0.03331897419402954
Atp6ap1l	0.2528429795373517
Atp6v1g2	0.08174839362554784
Auts2	0.06505409412458336
Avp	0.11978510064009278
AW551984	0.3024149423460779
B3galnt1	0.06754644499323505
B3galt1	0.00680599865063443
B3galt2	0.07954467652396667
B3gnt4	0.1531308111284833
B4galnt4	0.0933820202140173
B4galt6	0.052416862016860175
B630019K06Rik	0.21913565487281852
B830017H08Rik	0.12729014538544764
Baiap2l2	0.06104717746835319
Baiap3	0.0677540591601669
Barhl2	0.054908597219832316
Basp1	0.1542348317298297
BC024139	0.4999362617497943
BC030500	1.0503708157855385
Bcl11a	0.0468747922407911
Bcl11b	0.04463849802859002
Begain	0.08414294670863005
Bend4	0.08958573570860606
Bend6	0.16104956299581466
Bex1	0.19905828629443525
Bex2	0.2827318276089258
Bex4	0.5769106275849667
Bfsp1	0.26736918389877473
Bhlhe22	0.034518621817064186
Bmp3	0.2416175784999248
Bmp5	0.07498926367620057
Bmp6	0.08957467121509331
Bpifa1	0.3757227073348287
Bsn	0.12550639143865452
Btbd11	0.03828614525260264
C1qtnf1	0.10202934484929126
C1qtnf4	0.023340502456391073
C2cd4c	0.0421480781925426
C530008M17Rik	0.2643944161675294
Cabp7	0.04269298966891976
Cacna1a	0.050460793725405635
Cacna1b	0.057572958345760275
Cacna1c	0.06499862101025639
Cacna1g	0.05558512441533215
Cacna1i	0.04471965763454935
Cacna2d1	0.04236906932214492
Cacna2d2	0.042236743395874174
Cacna2d3	0.026614901285665536
Cacnb2	0.07982412410631201
Cacnb3	0.01989329708433705
Cacng2	0.02358396556253822
Cacng3	0.01500620833690706
Cacng5	0.02408516987987612
Cadm3	0.0777924154932113
Cadps	0.02121174714823688
Calb1	0.03271125574282352
Calb2	0.023242647612757003
Calca	0.3889625810630158
Caln1	0.040955044475135864
Caly	0.13510599394887945
Camk1g	0.060546029453531436
Camk2b	0.03664264931278692
Camk2n2	0.014310636199893775
Camk4	0.2507419230828551
Camkv	0.07614507248421915
Camta1	0.07291082378622234
Car10	0.06239767665755948
Car11	0.037293729513562864
Casp3	0.09802160004716363
Casz1	0.06872878706003457
Cbln1	0.025614746075981208
Cbln2	0.047157611840228604
Cbln4	0.031240174599970975
Ccbe1	0.1125317781304304
Ccdc112	0.13951521137682146
Ccdc116	0.3871874478683488
Ccdc120	0.131245136627513
Ccdc148	0.2511416092434161
Ccdc152	0.23201973852506785
Ccdc6	0.03638362027263847
Ccdc65	0.13382325889747113
Ccdc73	0.5687316180230573
Cck	0.15486339750988712
Ccl27b	0.4468390804597701
Ccnf	0.13348533686067554
Cd200	0.25856911640174424
Cd24a	0.4675092232025245
Cd274	0.309407290341916
Cdh12	0.04857027976048959
Cdh18	0.037633565338339066
Cdh4	0.032398845415102524
Cdh7	0.02128369679720776
Cdh8	0.05576149003458576
Cdh9	0.06750247393700931
Cdhr1	0.13271267423143246
Cdk14	0.0361948474901513
Cdk5r1	0.01527886747869433
Cdk5r2	0.04497045937507711
Cdkl1	0.090198859450733
Cdkl2	0.15541646290460645
Cdkl5	0.0925602460965856
Cdon	0.1751989041647644
Cdr1	99.00095224678213
Ceacam16	0.05758092109831615
Celf3	0.053419695813181435
Celf4	0.07313003532935612
Celf5	0.07557291907447243
Celf6	0.059745904473508735
Celsr2	0.03699445569933614
Celsr3	0.07956454195645997
Cend1	0.19762913547032013
Cgn	0.11586632972407952
Cgref1	0.4089919094319428
Chac1	0.09600777740856303
Chat	0.1069907769684222
Chd3	0.048193909563242425
Chd5	0.03154266731399382
Chga	0.2127662196101778
Chgb	0.313588958224563
Chl1	0.13749573761323974
Chodl	0.13145805182223627
Chrm2	0.029342960050743033
Chrm3	0.060076756686874275
Chrm4	0.026060270570425998
Chrm5	0.10811512104116107
Chrna3	0.07091200635696689
Chrna7	0.04626830825365987
Chrnb2	0.04369223347973057
Chsy3	0.08668996195988574
Cib2	0.021715637003737468
Cidea	0.10844649676259753
Cilp	0.08784481097038059
Cit	0.031724800540301926
CK137956	0.2359798292919125
Ckmt1	0.0617083776476945
Clcn1	0.14121651417219455
Cldn3	0.02983700994911503
Clec2l	0.056932943420279825
Clgn	0.1398281130626336
Clrn1	0.11881059026225388
Clstn1	0.05362248606564485
Clstn2	0.06481671276342768
Clstn3	0.04176185649532603
Clvs1	0.041277731661838735
Clvs2	0.030621903563270207
Cnga3	0.124021759607388
Cnih2	0.11744559432781912
Cnih3	0.03965071440178388
Cnksr2	0.043378017144343466
Cnnm1	0.05054356818544888
Cnr1	0.025960109990442383
Cnrip1	0.04199284063326025
Cntn2	0.08015029356720806
Cntn3	0.09088770361275443
Cntn5	0.09729264480765228
Cntnap2	0.05428382820858418
Cntnap3	0.2617060100975078
Cntnap4	0.12844813849022765
Cntnap5a	0.3304975672474685
Cntnap5c	0.3523793983323498
Coch	0.07621584245201793
Col11a1	0.07564409644541932
Col19a1	0.2311642471680838
Col23a1	0.16879689984761465
Col25a1	0.13401255794674055
Col6a1	0.04813929738964276
Col6a2	0.0654254506766284
Col6a4	0.36670093433986106
Cort	0.2305795060663892
Cpeb1	0.0948251724209317
Cpeb3	0.05788125623411995
Cplx1	0.009616201444216724
Cplx2	0.00632207089381487
Cplx3	0.026873792162321844
Cpne4	0.0070294048671750075
Cpne5	0.02178116051002477
Cpne6	0.02213484288309113
Cpne7	0.05466852998851377
Crabp1	0.014182140295767687
Crabp2	0.08029864077610274
Crh	0.14566558227908566
Crhbp	0.10870254164413612
Crhr2	0.08305453588835011
Crmp1	0.04206800438672903
Crtac1	0.06851629500931247
Csrnp2	0.07317756243497915
Csrnp3	0.04483280516161084
Ctxn1	0.05423659381079588
Ctxn2	0.04381949830765326
Cx3cl1	0.3651426055389775
Cxadr	0.07282737706042558
Cxcl12	0.12190710466896547
Cxxc4	0.09094883439173576
Cyb561	0.091794122739374
Cygb	0.060748634507331714
Cyp2s1	0.18071335927201854
Cyp4x1	0.3787331881570434
D130043K22Rik	0.2519625001138875
D430019H16Rik	0.08694988289262531
D430041D05Rik	0.14504477281872455
D630023F18Rik	0.6652016087210453
Dach1	0.07417015179803746
Dact1	0.1495485510283344
Dapk1	0.03855789934709824
Dbn1	0.16035068453906146
Dbndd1	0.231827484106127
Dcaf7	0.010160960600832351
Dcc	0.056379343435329736
Dclk3	0.15779002138128542
Dcx	0.017996184515636282
Ddx25	0.06007204745576145
Dgkg	0.11862041964365552
Dgkk	0.2826815364505749
Diablo	0.13875751728156238
Diras1	0.007815851348818785
Diras2	0.005784977032839262
Disp2	0.17190245467127466
Dkk3	0.14115917357659724
Dkkl1	0.16710470142232667
Dleu7	0.13269004262471915
Dlg2	0.08142370895569627
Dlgap2	0.04943617101817815
Dlx1	0.03769230299283654
Dlx2	0.04660228016396474
Dlx5	0.06307758434173286
Dlx6	0.07516669715749585
Dmrt3	0.04701422184928932
Dmrta2	0.05249426451405143
Dnajc27	0.07458292375569567
Dnajc6	0.0838221361676855
Dnm1	0.036978071748895384
Dnm3	0.028033729515616217
Doc2a	0.05869870696101245
Doc2b	0.05494681252616288
Dpf1	0.049221795858527394
Dpp10	0.1066318930131871
Dpysl2	0.022130099565437912
Dpysl3	0.03874286633669405
Dpysl4	0.05587460426240425
Dpysl5	0.025086358546681224
Drd2	0.030603085155657763
Drd5	0.06416794019038867
Dscaml1	0.02275254011998369
Dsp	0.03066682451633537
Dusp14	0.08911023886254331
Dusp26	0.04177824937416102
Dusp4	0.023378381655828426
Dync1i1	0.022808061158105568
Ebf2	0.007757399060644064
Ebf3	0.031135778709797387
Ecel1	0.03194126828344964
Edil3	0.05701574201330512
Eef1a2	0.01166560063334892
Efna3	0.04973082753135403
Efna5	0.06216903545026335
Eid2b	0.21883757560008327
Elavl2	0.02507657411319466
Elavl3	0.01461308978786291
Elavl4	0.0374157277348777
Elfn1	0.04035467855359361
Elmod1	0.04310286734144345
Eln	0.2846855253020125
Elovl4	0.05886000030657972
Eml5	0.05483147606745911
Emx2	0.05826972053614174
Eno2	0.023236899297228938
Enox1	0.024637336923132372
Eomes	0.06732748187390952
Epha10	0.0958960228685156
Epha3	0.03615984486253112
Epha5	0.038484274733890086
Epha6	0.052448026112469966
Epha7	0.025827836253613318
Epha8	0.028658854200888963
Ephb2	0.011478894800537836
Ephb6	0.07300362221894799
Erbb4	0.023291329268910636
Erc2	0.021428692091778896
Ero1lb	0.05697084111817233
Esrrg	0.030956612010545462
Eya2	0.0688177146640841
Fabp3	0.10739113334822203
Fam131c	0.10673109098480836
Fam155a	0.18695004528395348
Fam163b	0.05101335493053796
Fam167a	0.14696811758786926
Fam169a	0.21950632867808745
Fam171a2	0.04355516016202613
Fam183b	0.19581813682623786
Fam184b	0.16049215293075134
Fam189a1	0.17607547616183508
Fam189b	0.06755183189837978
Fam43b	0.04576138788167717
Fam49a	0.008096010573181425
Fam57b	0.06020842769525087
Fam78b	0.04422961791102678
Fank1	0.1210270029370296
Fat3	0.06671527320944355
Fbll1	0.05933317775024673
Fbxl16	0.030970110240046218
Fbxl2	0.041568716988357166
Fbxo41	0.028125112960711456
Fgf12	0.05159815627279248
Fgf13	0.061046765707933666
Fgf14	0.12998730777662448
Fgf9	0.023691122661620916
Fhod3	0.10854682966069146
Fibcd1	0.05499356681573928
Fibin	0.04560821538470669
Fkbp1b	0.07999661370031713
Flrt3	0.04629181538996581
Flywch2	0.2505029270918471
Fmn1	0.2970736651134381
Fnbp1l	0.03701794299342714
Fndc3b	0.07082289790718077
Foxo6	0.049990726780017584
Foxp2	0.030005708005564718
Frmd3	0.12494941957867252
Frmpd3	0.10551570598437347
Frmpd4	0.11000489603801578
Fsd1	0.04688946706537875
Fsd1l	0.07012863135241681
Fstl4	0.1283486497213961
Fstl5	0.08243560708505128
Fut7	0.2144707039164822
Fxyd6	0.09428505149922753
Fxyd7	0.07522608814161952
Gabra1	0.01717266120216299
Gabra2	0.029211805921780524
Gabra5	0.0398510193384639
Gabrb2	0.0103620665794167
Gabrb3	0.0565558430352945
Gabrg2	0.022686062485235383
Gabrg3	0.04366367910723077
Gad1	0.03845627941092776
Gad2	0.056209851706817436
Gal3st3	0.03601804918520585
Galnt14	0.08257091521243821
Galnt9	0.029896072733300895
Galntl6	0.047909160643903284
Galr1	0.05362475256614918
Galr2	0.08351170793222877
Gap43	0.2887829975237532
Garnl3	0.09523615053179513
Gbx2	0.02372403820616252
Gca	0.1254466801502063
Gcgr	0.10664007869654857
Gda	0.125869849919675
Gdap1	0.11733456512884055
Gdap1l1	0.3124741920919145
Gdf5	0.11555761332105816
Gdnf	0.15842625516492742
Gfra2	0.07291661267977742
Gfra4	0.20505564684961236
Ghsr	0.02980452254979385
Gipc2	0.12994841908171653
Gipr	0.15904783779976092
Gjd2	0.02414493852445339
Glb1l2	0.2112252901812521
Glis1	0.1422179690619386
Glod5	0.21160246877261327
Glra2	0.0391285296439472
Glra3	0.02522946897746484
Glt1d1	0.13316486378026735
Gm12216	0.6136448507434742
Gm1604b	0.38028218079847625
Gm1673	0.1216643775921971
Gm5741	0.055474144890265864
Gm5901	0.2632177318341692
Gm609	0.4183029399814648
Gm8773	0.2370394347935501
Gnal	0.07422290674960214
Gnaz	0.006586758132388754
Gng2	0.10668284355438523
Gng3	0.013972359003755468
Gng4	0.01883998174593825
Gnl3l	0.13263931465486636
Gnrh1	0.30003646506207965
Golga7b	0.027766089521919085
Gpc1	0.06761786344641099
Gpr12	0.06367845831551391
Gpr135	0.10391147776847226
Gpr137c	0.14389082253917704
Gpr149	0.21575081660542686
Gpr151	0.3211439699618232
Gpr158	0.14909613173332228
Gpr173	0.02133609409488717
Gpr21	0.1831741064236103
Gpr22	0.04709265745744085
Gpr25	0.1501516652656807
Gpr26	0.03324769509701614
Gpr27	0.01708429258199087
Gpr45	0.059436009688882935
Gpr6	0.03289863595330586
Gpr61	0.049200901501516264
Gpr83	0.07087511401414506
Gpr88	0.023340850697537868
Gprasp1	0.5190341136140799
Gprasp2	0.3068482099986456
Gprin1	0.5562240126088499
Gprin2	0.25393713859884026
Gprin3	0.5242599963964399
Gramd2	0.2669259442560984
Greb1l	0.10387353091079106
Grem2	0.030444265322785644
Gria1	0.03134855109536519
Grid2ip	0.06653837724408601
Grik1	0.03427372063293641
Grin1	0.021251152300551558
Grin2a	0.03448676244068798
Grin2b	0.01383138976542242
Grin2d	0.04149616118074966
Grip2	0.07442144550457189
Grm1	0.04564849733150715
Grm2	0.02591721251417578
Grm4	0.018170609387786498
Grm7	0.011548008371967162
Grm8	0.0527189036785152
Grpr	0.09635728516358548
Gspt2	0.13374563346135168
Gucy1a2	0.09442580354905583
Gxylt2	0.09288567995608032
H2-M5	0.4363953396214117
H2afy2	0.016643987435051102
Hap1	0.2330015924129497
Has3	0.0304964410393358
Hcn1	0.05788240279041824
Hcn3	0.04386333069259706
Hcn4	0.039443883108529004
Hcrtr1	0.048770950512342086
Hdac11	0.06255174437307552
Hebp2	0.17006641255802013
Hecw1	0.11452612400412192
Hexim2	0.1567206710207974
Hmgcll1	0.11134852189411357
Homer2	0.05318040274358541
Hook1	0.06616645723707235
Hook2	0.08268756967593109
Hpca	0.05605389340604255
Hrh3	0.06451203207362365
Hrk	0.17680329261436814
Hs3st5	0.029845642651512683
Hs3st6	0.055807386729031655
Hs6st2	0.12878765732850125
Hs6st3	0.034404333344002724
Hspa12a	0.040484025039139004
Htr1a	0.06509556309491171
Htr1b	0.06497786197235324
Htr1d	0.0607902814724383
Htr1f	0.06396369370928681
Htr2c	0.10625641326490456
Htr3a	0.10377311688405214
Htr7	0.08122417417612744
Ica1l	0.22369196976030056
Ids	0.1630629375734476
Igf1	0.2208668553233336
Igf2bp2	0.07522433704533141
Igfbpl1	0.17558818762330952
Igsf3	0.04363275820253272
Igsf9	0.15210415168534225
Ikzf4	0.05707159646327021
Il12a	0.41184118855212376
Il17b	0.04775834542683421
Il1rapl2	0.08833354595351749
Il34	0.2322206663345967
Ina	0.0585438753828329
Inha	0.21958438980907
Inpp5f	0.10496589714630952
Inpp5j	0.16875690888136374
Insm1	0.06327923829102293
Insm2	0.13683478178034633
Insrr	0.0838090264312727
Ipcef1	0.1940040998621637
Iqsec3	0.11497045061868623
Irs1	0.08566860244059983
Irs4	0.3191275713063665
Irx2	0.04856908942319525
Isl1	0.027780791794659584
Islr	0.10409839213495076
Islr2	0.08751285447761042
Isoc1	0.0435886731737058
Itgbl1	0.10753100648885262
Jakmip1	0.0344503269160124
Jakmip2	0.017459179289183027
Jakmip3	0.035072789966061814
Jazf1	0.0364116818066971
Jph3	0.04289655998787386
Jph4	0.06591247051832866
Kcna3	0.025159873231983192
Kcna4	0.02787231236651081
Kcnab1	0.0815679767378266
Kcnab3	0.08103588930164296
Kcnb2	0.1166458227707111
Kcnc1	0.014686396249125568
Kcnc2	0.0992806815935972
Kcnc3	0.049643761812943485
Kcnf1	0.015769478268633712
Kcng1	0.022673204722722017
Kcng3	0.0536902794109486
Kcnh1	0.028919044061765806
Kcnh2	0.03023645828952115
Kcnh4	0.10228035102629636
Kcnh7	0.06245471295380785
Kcnip1	0.06194541611603471
Kcnip2	0.054004550870617465
Kcnip4	0.052479132009391936
Kcnj11	0.021425294129508585
Kcnj12	0.03593543204841082
Kcnj3	0.01891094249535476
Kcnj5	0.04767228670427343
Kcnj6	0.0151135810734748
Kcnj9	0.011463126502919993
Kcnk3	0.051006454150515884
Kcnk9	0.11290091562592144
Kcnmb2	0.03721548475249233
Kcnq2	0.04166066216475449
Kcnq3	0.06836051447512258
Kcnq5	0.07862146697747067
Kcns1	0.047699146306300434
Kcns2	0.014395063673520482
Kcnt1	0.04473979904104837
Kcnt2	0.03003689099896009
Kcnv1	0.040530299641672665
Kctd16	0.05198218824483144
Kctd8	0.03715811236182325
Khdrbs2	0.06933136829647472
Kif17	0.1001139262074657
Kif26b	0.07117988866975172
Kif5c	0.020431015046788025
Kifc2	0.14568195860637115
Kit	0.16038147280136164
Klc1	0.025840000891796718
Klf5	0.11601806812708867
Klf8	0.2417842635549011
Klhdc8a	0.044325722853555086
Klhl1	0.04817334321948305
Klhl29	0.03492095890004087
Klhl32	0.0251382803935276
Klhl34	0.117492170677665
Krt73	0.11210476085239073
Krt79	0.10377028548313412
