Gene name	mean
1700001C19Rik	0.2840637502644367
1700020L24Rik	0.17824326051329034
2200002D01Rik	0.2358066033079313
2310030G06Rik	0.7310974415562138
4921507P07Rik	0.2901107086724479
4921524J17Rik	0.09350318110235303
4930486L24Rik	0.37479827287231693
4930523C07Rik	0.2322635003902703
4931406P16Rik	0.09874951872960884
9930012K11Rik	0.41868762818832667
A3galt2	0.2215204945280051
A4galt	0.10312016042681507
Abca4	0.13135198816281493
Abcb1a	0.1866642766026799
Abcb1b	0.2062559650636485
Abcc4	0.09252663287219716
Abcc6	0.16373115364819665
Abcc9	0.032388007542014534
Abcg2	0.20444484033150534
Abhd2	0.01419770088259846
Ablim1	0.08851600461118847
Acacb	0.07017501409083078
Ace2	0.2430119209589229
Acer2	0.05419331105336751
Acot10	0.2920784495210311
Acot9	0.15866595621003682
Acss3	0.08271322718900215
Acta2	0.035112233340961564
Actn1	0.022882370863854033
Actn4	0.013022074835497659
Acvrl1	0.08303761161365568
Adam10	0.05474380878070041
Adamts8	0.1462563029615088
Adamts9	0.10303631773190793
Adamtsl2	0.05733691232620777
Adcy4	0.07035663399001821
Adh1	0.1559722799063187
Adm	0.28528507445635204
Adora2a	0.090156486436172
Afap1l1	0.08061559238261208
Agfg1	0.09827578074200237
Ahr	0.21951051168017774
Akap12	0.2935255303541869
Akr1c14	0.2975462837631592
Aldh1a7	0.20941101918982502
Amdhd1	0.13374756167567825
Angpt2	0.08946653091085473
Angptl4	0.12481363050279258
Ankrd37	0.2716915339103326
Ano1	0.035762277895899336
Anpep	0.15062538363663244
Antxr2	0.1960194510188098
Anxa1	0.14785081449453946
Anxa11	0.0833030865054066
Anxa2	0.04249172598742887
Anxa3	0.09019634620822513
Anxa4	0.07609654791747192
Anxa5	0.0803980432559657
Anxa6	0.0569837195196243
Anxa7	0.08152255814634507
Aoc3	0.17086028040197926
Ap1s3	0.07229809909516369
Apcdd1	0.052570129535280716
Apln	0.15206550447170367
Aplnr	0.05534684269285442
Apol8	0.4168535758100845
Apold1	0.0712615874096991
Apool	0.37076930756425297
Aqp11	0.23514879323566254
Arhgap18	0.17131053020789572
Arhgap28	0.12258775184460445
Arhgap29	0.1864675047605602
Arhgef15	0.15350580889325932
Arhgef5	0.4360006319222508
Arl4a	0.02017625569987225
Arpc3	0.03068647811340943
Art3	0.4364606430082914
Asb4	0.057840136100060224
Aspn	0.12272329960994795
Atox1	0.14207859235689904
Atp10a	0.13702399433591464
Atp11c	0.10522980565532264
Atp13a5	0.189195377954806
Atp2a3	0.06556325185007633
Atp7a	0.13670945120034242
AU021092	0.2349208865538505
B3gnt2	0.11879619722318285
Bambi	0.053629631519887096
BC028528	0.4986562931001756
Bcam	0.1655262312670162
Bche	0.1417571227608309
Bcl10	0.0689212245668368
Bcl6b	0.11254329016697363
Bend5	0.055450440106946976
Best1	0.28290261652632376
Bgn	0.02529715409389756
Birc3	0.1922531949863128
Bmx	0.11445692923430326
Bnip2	0.07600705498710733
Bok	0.047841626647221774
Bpifb1	0.3578241417761001
Bsg	0.1531317633889413
Bspry	0.2281660834552764
C130074G19Rik	0.17613219280591774
C1qtnf9	0.1119693811523652
Calcrl	0.10165936212624936
Cald1	0.09385555455827324
Calml4	0.09449652340248038
Capg	0.05379544878828809
Capn12	0.1057714867813574
Car4	0.3535648804035286
Car5a	0.18286650887193295
Card10	0.06643215022850968
Casp12	0.4324258497483495
Casp6	0.08768625329807778
Casp7	0.14881491318322262
Casp8	0.3596834527510306
Casq2	0.08961938900902065
Cast	0.36205967826839575
Cav1	0.0667548501420959
Cav2	0.09763280678450967
Ccdc125	0.2871385552529345
Ccdc126	0.09106254407392443
Ccdc141	0.3376822173945694
Ccdc85a	0.08935594205816291
Ccl20	0.5668334635034292
Ccne2	0.10736637342037872
Ccng2	0.08554645000946454
Ccnjl	0.09472831694852163
Ccr10	0.09145527313627272
Cd109	0.3247750595302327
Cd151	0.06222590665302891
Cd248	0.2445519180810644
Cd2ap	0.1913539753821004
Cd300lg	0.4524670404233504
Cd320	0.3857337419797021
Cd34	0.4727132062889906
Cd40	0.3139294984718402
Cd59a	0.8378418803418803
Cd69	0.39400356021026506
Cd93	0.21124879921905448
Cdc42ep3	0.0639317423658027
Cdc42ep5	0.12774993602181042
Cdh5	0.17432256386655404
Cdhr4	0.32674871753663
Cdk1	0.02299740764187948
Cdkn1a	0.12820863133313054
Cdkn1c	0.17898539296838822
Cdkn2a	2.754882489543818
Cdkn2b	0.07861306352131701
Cdkn3	0.10572348006157696
Cep55	0.2328403952295111
Ces2b	0.3546633207862819
Ces2e	0.2910021634292516
Cfi	0.27812437418018965
Cgnl1	0.10921583636076704
Chrnb1	0.09862933894986728
Chst9	0.19682001176596492
Cish	0.0999313296735897
Cks2	0.07581403902941869
Cldn5	0.033394784087619755
Cldn6	0.08802857538785352
Clec14a	0.246195998044802
Clec1a	0.2557349794466687
Clec1b	0.3051724170817142
Clec9a	0.5444216219748277
Clic5	0.0702934700261438
Clic6	0.17346264392594493
Cmtm8	0.06261071046256263
Cngb1	0.2402947707829901
