Gene name	sharrisii_dNdS
0610040J01Rik	0.19109975799946224
2210016F16Rik	0.10435682122429113
5430427O19Rik	0.17530027264018866
Aagab	0.13175346206358493
Abcd1	0.055182947074838964
Abcg3	0.2864369501466275
Abhd12	0.044023234484867016
Abi3	0.1224464218573756
Acads	0.06748409270354375
Accs	0.16379748674366235
Acox3	0.11001379064905023
Acp5	0.012146555157307844
Adam15	0.2042467948717949
Adam33	0.020156712734452124
Adamts16	0.136578720963579
Adap2	0.11081560283687944
Adcy7	0.1070017559262511
Adrb2	0.07046128945238737
Afp	0.2610464643176824
Agpat2	0.0126313050462997
AI467606	0.14367795059469352
AI661453	0.21840635107321374
Akna	0.35117840565995223
Alox5	0.0369055405026628
Alox5ap	0.06277279580985637
Amz1	0.10741268402193152
Angptl7	0.06476626129644092
Anks6	0.0946226892172838
Ap1b1	0.017654146367017655
Apbb1ip	0.15717488789237666
Apobec1	0.2762092979484284
Apobec2	0.047803323469155466
Apobr	0.35803550572296194
Arap1	0.08613168306787056
Arap3	0.1236829690202862
Arhgap19	0.1288019863438858
Arhgap22	0.0938728630118832
Arhgap25	0.11433672794603887
Arhgap30	0.2220599485360595
Arhgap4	0.13327500729075534
Arhgap9	0.11967109424414928
Arhgdib	0.06760920790284575
Arl11	0.11943172356369693
Armc3	0.11719528639268335
Armc5	0.07812067150534655
Arpc4	0.0052906320541760725
Arrb2	0.046642468239564416
Asb10	0.09140996744302528
Asb2	0.01585353672284136
Atf3	0.05572373584482565
Atp8a2	0.0734008602747329
Aup1	0.12507000186671646
B2m	0.012756083084330915
B4galnt1	0.12230495305924248
B4galt1	0.08737092930897537
B4galt5	0.06324239301404784
Batf3	0.002534817465384411
Bcl2l1	0.04845121128028202
Bco2	0.14628937533368927
Bcor	0.14841638741757648
Bid	0.2590532965566332
Blnk	0.1399152390616606
Bmf	0.12378290659935087
Btbd19	0.015380373173197709
Btg2	0.05216249179097476
Btk	0.029281020487050637
C130050O18Rik	0.03708162773898386
C1qb	0.14021429122022666
C1rl	0.18912515890442624
C3ar1	0.3670283143688807
Cables1	0.03982694999363787
Cacna1s	0.07967811402017455
Calhm2	0.03772407533469481
Camk1	0.032896025063638146
Capn3	0.04462707670554967
Car13	0.0568995548674279
Card11	0.037571651902032314
Card9	0.017191392978482444
Casp1	0.3328350958484362
Casp4	0.349180525427814
Cass4	0.2267780457673981
Cbr2	0.11206430172347166
Ccdc162	0.28536485935589073
Ccdc86	0.11141942846912972
Ccdc88b	0.004446197585626889
Ccl24	0.139526001994441
Ccr3	0.059605633802816915
Ccrl2	0.3230548406256187
Cd101	0.3123281022488271
Cd14	0.08879908501715593
Cd163	0.12204762993695074
Cd180	0.19528512265052567
Cd19	0.2514307310225677
Cd22	0.2389586464342852
Cd36	0.08795930895378408
Cd37	0.005901343096746261
Cd3d	0.3255394385509129
Cd3e	0.32868510202473805
Cd4	0.23152967478254796
Cd53	0.16376274328081558
Cd6	0.3682452944748028
Cd63	0.16885553470919326
Cd7	0.3572806171648988
Cd72	0.38287014264633545
Cd74	0.0037554883038715507
Cd80	0.4736901599502628
Cd83	0.23825287810662585
Cd84	0.4512245065115898
Cd86	0.3276320977917981
Cdh23	0.03681420146541967
Cdk6	0.10239599475503636
Cds1	0.021964821964821968
Cdt1	0.017224494498531022
Cebpa	0.0016487683109952975
Cerk	0.09009519492293744
Ch25h	0.015484917490719657
Chst12	0.02827552194640802
Chst7	0.033780563803658493
Cib1	0.09965356717548987
Cilp2	0.0031115206194556513
Ckm	0.001000364386122547
Clcf1	0.034702461957194106
Clec4e	0.2034845059183402
Clec5a	0.3589993502274204
Cln3	0.14047398384747786
Cmklr1	0.032059314954051794
Cmtm6	0.2425831477623734
Cmtm7	0.12962264150943395
Cndp2	0.059205327915114576
Cnpy3	0.07074434673366832
Col15a1	0.1131604740265526
Col6a3	0.11726564116713804
Comp	0.003330954080418748
Comt	0.0038223115513076468
Comtd1	0.03790642347343379
Coro1a	0.033499643620812536
Cotl1	0.023290927782061162
Cox6a2	0.054323269665229004
Cpn1	0.0909780903708951
Creg1	0.2442565547869161
Cryba4	0.0827738250325684
Crybb1	0.08035769732348008
Cryl1	0.08555555555555555
Csf1	0.4930667202572348
Csf1r	0.1581351180247807
Csf3r	0.25732194963795524
Csk	0.011305616338439095
Cst7	0.1715826343441792
Ctns	0.0884083255568629
Ctsa	0.07431334469501802
Ctsc	0.1997834325933947
Ctse	0.15782631305252212
Ctsf	0.10276648329745676
Ctss	0.1441251056635672
Ctsz	0.0934289457353651
Cxcl10	0.233694686333748
Cxcr3	0.04444229513746161
Cyba	0.1351981351981352
Cybb	0.06824350523458705
Cysltr1	0.09975300772846783
Cyth4	0.02344379322796589
Cytip	0.2001546341934861
Daglb	0.11361659417865508
Dapp1	0.07234871180347514
Ddn	0.2832762117926838
Dennd1c	0.1091461729759602
Dennd4b	0.07551908908238447
Dgkd	0.05013309671694765
Dhrs3	0.03735101026196699
Dhx58	0.11665713196033566
Dnajb13	0.07861464635927394
Dnase1l3	0.17950853810912118
Dnase2a	0.17790870546776058
Dock2	0.03717360222740613
Dok1	0.06941007621498567
Dok2	0.17577578976796196
Dok3	0.15418793155208646
Dtnbp1	0.09241817141073007
Dtx4	0.031818546124869763
Duoxa1	0.15783001808318264
Dupd1	0.0018350687256239997
Dusp13	0.08108878438078951
Dusp2	0.07036173702840369
Dusp27	0.09029370018560977
Dusp5	0.10436855868327947
Dyrk4	0.26061851634370714
E2f2	0.08926524424065377
Ebi3	0.007624735734508672
Edem1	0.07476540187678499
Edem2	0.06854525694767892
Eef2k	0.0641835288052584
Egr2	0.07184997892962497
Egr3	0.029151613305095306
Ehd4	0.04743960702509925
Eif4ebp1	0.2041796781167428
Elf4	0.19686973272333252
Emilin2	0.12281288309372565
Engase	0.16804692891649414
Eno3	0.010889161318237542
Enpp1	0.1793235972328978
Entpd1	0.24434798336046304
Ermap	0.25957355772659196
Erp29	0.001994727281007585
Etv3	0.1240869076606106
Evi2a	0.3141039543121521
F11r	0.16376284383176973
F13a1	0.09793597304128054
F9	0.055999746176787865
Fam167b	0.056875
Fam3a	0.11095020608221008
Fam78a	0.036196319018404914
Fam83g	0.11095420617308856
Fblim1	0.10078441741582936
Fbxw4	0.13392470791864994
Fes	0.048082714314394696
Fez2	0.04843761937504775
Fgd2	0.07655757575757577
Fgd3	0.06534898651747224
Fgr	0.06988178679778219
Fhl3	0.02601587675862611
Fhod1	0.07879193134960437
Fkbp5	0.08627910872843023
