Gene name	sharrisii_dNdS
1700001P01Rik	0.12765306746590005
Aatk	0.1000852906442724
Abca2	0.03480050098407586
Ablim2	0.04931214272253282
Abtb2	0.044682090105352325
Acan	0.2231877250665414
Acap3	0.07159554475867443
Acss2	0.09134031991174847
Adam12	0.11388526727509778
Adam9	0.13084112149532712
Adamts2	0.06594218189491452
Adamts4	0.08117613956105797
Adamtsl3	0.14717557251908395
Adamtsl4	0.15725833842809592
Adi1	0.03495173332065244
Adora1	0.059375
Adssl1	0.0173243005636862
Agpat4	0.1150391644908616
Aldh1a2	0.02079922965816081
Aldh1l2	0.049798313164649805
Ano4	0.025651302605210417
Apbb1	0.12707097171919549
Arhgap24	0.11228726826130184
Arhgef10	0.06931430072685875
Arsg	0.1689484827099506
Atp10b	0.14007421150278293
B3galt5	0.039768936334585815
Bace1	0.031161473087818695
Bace2	0.09426702577914582
Barx2	0.11260519575557995
Bcas1	0.4258058078036124
Bcat1	0.11847966661876705
Bfsp2	0.15010570824524316
Bmp4	0.0726787620064034
Bpgm	0.03605530915731802
Btbd16	0.21191775073436844
C1ql2	0.0503245910153207
C1ql3	0.03645025481941059
Cacna2d4	0.1081802734849098
Cacnb4	0.015885519233293947
Cacng4	0.02668145726296123
Cadm4	0.0035704915256354907
Capn5	0.07621597050356077
Capn6	0.12936372019496772
Car14	0.1949170342365049
Caskin2	0.08556736769124106
Casr	0.03793387295925367
Ccdc89	0.10072553530348613
Cdc42ep2	0.06303678496191865
Cdh19	0.1514163669064748
Cdk18	0.04187959616103702
Cdo1	0.05596263051840996
Cela1	0.1286594761171032
Chn2	0.026812669498029986
Chrna4	0.06330134666559148
Chrne	0.06305002095317917
Chst3	0.037585224820919985
Chst5	0.005241122742345389
Chst8	0.021625745911720496
Cldn11	0.02273815222594543
Cldn14	0.029103860128790883
Cmtm5	0.09971741941663874
Cnp	0.09405182175447943
Cntn1	0.0696384848048394
Cntn4	0.05292751497371959
Cntn6	0.10936609976401658
Cobl	0.2599911610581476
Col11a2	0.06693594922100403
Col13a1	0.1340390431674457
Col1a1	0.12491605104096708
Col1a2	0.04689729836130112
Col3a1	0.08726304245652515
Col9a2	0.09505981188932518
Cpm	0.1310285433070866
Cpox	0.061713816296144176
Cryab	0.03733463988241058
Ctsk	0.07221112106387377
Cyfip2	0.0011334844645952793
D7Ertd443e	0.31325635616742536
Dbndd2	0.15705251054043692
Dcn	0.10332369942196533
Dct	0.12786434463794685
Ddr1	0.061033227480443035
Depdc1b	0.06954707467617142
Dhcr24	0.03503327471466501
Dip2a	0.055385836143622295
Dlk2	0.11095329601470463
Dll1	0.0630122653025635
Dnajb2	0.13386270732509514
Dock10	0.07135144862335792
Dock5	0.04926801801801802
Dpp6	0.05220972130303698
Dpy19l1	0.07378412760544084
Dpyd	0.10358158044343377
Dusp15	0.0530532822068334
Dusp19	0.13953755895548142
Dusp9	0.046073941695521065
E130308A19Rik	0.04486844397978742
E2f8	0.11794188554751935
E330009J07Rik	0.029584427622431637
Efhd1	0.08017135862913098
Efnb3	0.07152004728598169
Efs	0.11409534631475647
Ehd3	0.010611457405758386
Elfn2	0.025789327734421424
Elovl7	0.13172338090010974
Emid1	0.2912986588158325
Eml1	0.038692056748349885
Endod1	0.14611024727892866
Enoph1	0.0593546080271744
Enpp2	0.07686918226403762
