Gene stable ID	count	mean	std	min	25%	50%	75%	max
ENSG00000198888	3.0	0.042808356702403544	0.013681106834437117	0.027133210558624925	0.03803956586593025	0.04894592117323557	0.05064592977429285	0.052345938375350134
ENSG00000198763	3.0	0.03385024516321206	0.007253784511011346	0.025605536332179928	0.031149542359638353	0.03669354838709678	0.03797259957872814	0.0392516507703595
ENSG00000198804	3.0	0.010167991144989159	0.0018215029811718994	0.008232283902547557	0.009327816101369995	0.01042334830019243	0.011135844766209959	0.011848341232227487
ENSG00000198712	3.0	0.017617608406430944	0.0027735448302049414	0.014741275571600482	0.016288692640250853	0.017836109708901225	0.019055774823846176	0.020275439938791124
ENSG00000228253	35.0	0.4758342941388881	0.2603089727130571	0.07835116425424794	0.2799250379060636	0.47664812004720963	0.6241612390780074	1.1813422179914328
ENSG00000198899	6.0	0.08283470968900246	0.03160897231881024	0.03853131122560047	0.06277604912973234	0.08393366460752605	0.11058763197935993	0.11541381928625663
ENSG00000198938	3.0	0.019525498832787824	0.0028982313448307436	0.01727416798732171	0.017890474790973568	0.018506781594625425	0.020651164255520875	0.022795546916416328
ENSG00000198840	2.0	0.03754476043611277	0.004312652951421588	0.034495254289258384	0.036020007362685576	0.03754476043611277	0.03906951350953996	0.04059426658296715
ENSG00000212907	3.0	0.012469999713187976	0.0055567182440260455	0.0060537026978887895	0.010855119187006844	0.0156565356761249	0.01567814822083757	0.01569976076555024
ENSG00000198886	2.0	0.034813570427158394	0.006406627312836721	0.030283400809716598	0.0325484856184375	0.034813570427158394	0.03707865523587929	0.03934374004460019
ENSG00000198786	6.0	0.04769508041491516	0.029499529964347522	0.00364764958497018	0.03035419399208899	0.053198306487410994	0.06509522210265425	0.08432586946164841
ENSG00000198695	34.0	0.027170999706653935	0.022331230979712458	0.005061357161987777	0.014186149741669343	0.024820312801470956	0.028250521563367516	0.10560407762351004
ENSG00000198727	1.0	0.002003148206239863		0.002003148206239863	0.002003148206239863	0.002003148206239863	0.002003148206239863	0.002003148206239863
ENSG00000275063	2.0	0.3247102360005586	0.3060574596128619	0.10829493087557604	0.2165025834380673	0.3247102360005586	0.43291788856304986	0.5411255411255411
ENSG00000285447	23.0	0.2178973799371341	0.11358725255107305	0.003438072631113094	0.15593155267097103	0.18464390882320864	0.3361921097770154	0.39733840304182505
ENSG00000288380	2.0	0.6313733824329442	0.02238496993695141	0.6155448183938688	0.6234591004134065	0.6313733824329442	0.6392876644524819	0.6472019464720195
ENSG00000139675	12.0	0.389373572981841	0.3275832045671585	0.04404520428861199	0.17052171300677452	0.2836563723095131	0.5343660968660969	1.1042944785276076
ENSG00000110514	82.0	0.08347821192743565	0.04307824896606878	0.033333333333333326	0.060314303123321006	0.06789625843185285	0.09201731856479749	0.27751196172248804
ENSG00000184867	59.0	0.24474182527371632	0.10484563309160048	0.02625368731563422	0.20948180815876516	0.24875156054931333	0.27831788453086154	0.7999999999999999
ENSG00000100568	64.0	0.12895223577251005	0.09784855614428045	0.0	0.08511017417055665	0.09787661847750119	0.13155412643480888	0.5537190082644629
ENSG00000081181	82.0	0.15920467953221004	0.06346355565183545	0.0	0.12159097521048723	0.14307001770715808	0.20280856073624387	0.41566768887649846
ENSG00000072042	3.0	0.17527344062169034	0.09376709358613272	0.08021390374331551	0.1290640070863817	0.17791411042944785	0.22280320906087775	0.2676923076923077
ENSG00000026559	79.0	0.025323093734870458	0.014173461880518056	0.0	0.015642234031886092	0.02595338983050847	0.03402299048332569	0.08980089394555059
ENSG00000112874	88.0	0.1327840916854984	0.026853582786827302	0.08653122648607976	0.1074284293317526	0.12805442590195715	0.15496967242725462	0.20093603744149766
