Gene name	rnorvegicus_dNdS
1110032F04Rik	0.07196315486470928
1700007K13Rik	0.3163531114327062
1700028K03Rik	0.19361513449600948
1700109H08Rik	0.2867808519982433
4932438H23Rik	0.3455197132616488
6820408C15Rik	0.4370735405610311
Aass	0.13576388888888888
Abca1	0.07353608715388107
Abcb9	0.007526178010471204
Abcc12	0.1217298451681794
Abcd2	0.06377551020408162
Abhd3	0.06307977736549164
Acot11	0.11102074013826757
Acot5	0.4099502487562189
Acsbg1	0.1479369339147937
Acsf2	0.16205962059620596
Acsl6	0.08607292289300658
Acss1	0.13213399503722084
Actr3b	0.11861934856587265
Adamts3	0.1213005418924552
Adamts5	0.07670043415340087
Adamts6	0.02628120893561104
Adcy2	0.023379383634431452
Adcyap1r1	0.06986666666666667
Adhfe1	0.057082452431289635
Adora2b	0.09276018099547513
Adra2a	0.04982817869415807
Adrb1	0.0199443413729128
Agl	0.05444126074498568
Agt	0.262338648443432
Aifm3	0.033192090395480225
Ak4	0.08573298429319373
Ak7	0.18011647254575705
Akt2	0.018668012108980832
Alcam	0.05488418932527694
Aldh1l1	0.21765455704270234
Aldoc	0.056511056511056514
Alms1	0.6807187284035937
Alpk1	0.2918103448275862
Alpk3	0.3620102214650767
Alpl	0.034558592522777265
Als2cl	0.13407590759075907
Amot	0.2156973461321287
Ampd2	0.0126522961574508
Angptl1	0.0927536231884058
Ankrd9	0.09055397727272728
Antxr1	0.017781541066892458
Anxa9	0.2114208021753909
Aox1	0.19030047443331571
Appl2	0.1028081865778201
Aqp4	0.10349801658853228
Aqp9	0.4976816074188562
Arap2	0.16772554002541298
Arhgap21	0.12880833011955264
Arhgap5	0.0444015444015444
Arhgef26	0.1017274472168906
Arhgef33	0.04859894921190894
Arl9	0.34019607843137256
Arpp21	0.13050993949870354
Arrdc3	0.05622236260265319
Aspg	0.16722090261282666
Aspm	0.3076027928626843
Atl2	0.030350601779173206
Atp13a4	0.12437562437562436
Atp1b2	0.04979628791308285
Atp2b4	0.23212747631352285
Atxn7	0.26213080168776376
Axin2	0.05523495465787304
Axl	0.11865729898516784
B3gnt5	0.18693596905887408
Baalc	0.3526743075453677
Bcan	0.12312312312312312
Bdh2	0.08383458646616541
Bdkrb2	0.13395638629283488
Bdnf	0.09163346613545817
Bhlhe40	0.05806783144912641
Bmper	0.04047384007897335
Bmpr1a	0.03354430379746835
Bmpr1b	0.02336448598130841
Boc	0.11724137931034485
Btbd17	0.05145326001571092
C2cd4b	0.19684245885119245
Cachd1	0.08179775280898878
Calr4	0.17006073597713472
Camk2g	0.16132441000352238
Cap2	0.124950258654994
Capn11	0.2565429093122337
Caps2	0.3561040105773469
Capsl	0.05350194552529183
Car3	0.053971039929793775
Car5b	0.11434735706580365
Car8	0.015341701534170154
Caskin1	0.07616361071932297
Catsper2	0.5699443413729127
Cbr3	0.0605112154407929
Cbs	0.08674863387978142
Cc2d2a	0.1869065467266367
Ccdc121	0.5500459136822774
Ccdc138	0.2179621848739496
Ccdc157	0.21722113502935425
Ccdc3	0.07426778242677824
Ccdc60	0.14440797778338804
Ccdc80	0.1780325890162945
Ccdc88c	0.13450292397660818
Ccdc96	0.4788091068301226
Ccna1	0.14724409448818898
Ccnd2	0.026009961261759824
Ccno	0.159253375694996
Cd38	0.35866099893730075
Cd44	0.3579858379228954
Cdh10	0.02297165200391007
Cdh20	0.043219881145326856
Cdk5rap2	0.3927298645759088
Cecr2	0.20242608036391208
Celsr1	0.04775280898876405
Chd9	0.1254030813328556
Chic1	0.08585858585858587
Chrdl1	0.243282498184459
Chst1	0.0342741935483871
Chsy1	0.03119523308797757
Cideb	0.112666200139958
Ckap5	0.08306962025316457
Cldn10	0.3505376344086021
Clmn	0.21482889733840305
Clu	0.13744075829383887
Cmya5	0.4338066880439762
Cnn1	0.020118733509234828
Cntd1	0.10049220672682528
Cntfr	0.037897928246589184
Col16a1	0.1899280575539568
Col4a5	0.15721649484536082
Col4a6	0.4159935379644588
Col9a1	0.11563307493540052
Cox7b2	0.9036993540810336
Cpe	0.08366141732283465
Cpxm2	0.06481036965914545
Crb2	0.21549893842887471
Creb3l1	0.07147258163894023
Creb5	0.030961434003259094
Crot	0.11193721602643536
Cry2	0.04935897435897437
Csgalnact1	0.0506268081002893
Csmd1	0.03239289446185998
Cspg5	0.1859344894026975
Cspp1	0.2789890981169475
Ctnnd2	0.022279348757497857
Cybrd1	0.20214909335124245
Cyp1b1	0.19852082522382247
Cyp2j9	0.28214904679376085
Cyp4f14	0.09599208312716476
Cyp4f15	0.1527638190954774
Cyp4f17	0.2159817351598174
Cyp7b1	0.3987154150197628
D630003M21Rik	0.366230677764566
Daam2	0.18452217020104653
Dab1	0.07932379713914177
Dag1	0.05156335710367527
Dbx2	0.33203125
Dclk1	0.04078389830508475
Dclk2	0.06090577824049975
Ddhd1	0.10283363802559414
Ddit4l	0.08465011286681716
Ddo	0.165625
Ddr2	0.036393264530146664
Dgkb	0.014462809917355372
Dlg5	0.07380607814761216
Dlk1	0.10918972332015812
Dmp1	0.19175911251980984
Dnaic1	0.10654936461388076
Dnali1	0.09283387622149836
Dock7	0.0167853509664293
Dpf3	0.25364882795223354
Dpy19l3	0.06363191385217817
Drp2	0.049040511727078885
Dtna	0.10430622009569378
Dync2h1	0.09747899159663866
Dzip1l	0.15367383512544802
Echdc2	0.1894676588437321
Echdc3	0.323537722520486
Eda	0.051420838971583234
Ednrb	0.06674144699943915
Eea1	0.20543528327959468
Eepd1	0.06831831831831832
Efna4	0.20860566448801746
Egfl6	0.2837209302325581
Egfr	0.09046778464254193
Egln3	0.017657992565055763
Ehbp1	0.15943396226415096
Eif2s3y	0.0180296200901481
Elovl2	0.1197119711971197
Elovl5	0.08186244674376142
Emp2	0.139750302053967
Enah	0.1269487750556793
Enkur	0.17216494845360822
Entpd2	0.14955262036642522
Ephb3	0.02218278615794144
Ephx2	0.2840466926070039
Eps8	0.0937746256895193
Esco2	0.4996214988644966
Etaa1	0.6178229665071769
Etv4	0.12696747114375656
Evc	0.2147619047619048
Evc2	0.19082840236686388
Exd1	0.3422995780590717
Ezr	0.006946741647370161
F3	0.4294320137693632
Fabp7	0.13722627737226278
Fads2	0.0744215134459037
Fam117a	0.19487908961593173
Fam120c	0.10107334525939177
Fam13c	0.19234746639089967
Fam171b	0.2064026958719461
