Gene name	rnorvegicus_dNdS
1700001L19Rik	0.5471521942110178
4930444P10Rik	0.15066469719350073
4930447C04Rik	0.2630937880633374
4930452B06Rik	0.3645797301971636
4931428F04Rik	0.17974683544303802
5330417C22Rik	0.0544824170381377
6330403K07Rik	0.2974683544303798
6430548M08Rik	0.022534013605442174
6430571L13Rik	0.10209163346613546
9530077C05Rik	0.1923631123919308
A830018L16Rik	0.15754779169413316
Abca5	0.09252265861027192
Abcc8	0.02730769230769231
Abcg4	0.05561926605504587
Ablim3	0.032524807056229316
Acbd7	0.02041602465331279
Ache	0.16377171215880895
Acr	0.3631402183039463
Acvr1b	0.011221945137157107
Adam22	0.11511957843534658
Adamts14	0.1878094059405941
Adamts15	0.03552923760177646
Adamts17	0.08011310084825637
Adarb1	0.02002503128911139
Adarb2	0.11826182618261825
Adcy1	0.058892128279883375
Adcy8	0.025301897642323174
Adcyap1	0.12323943661971827
Add2	0.04719600222098834
Adprhl1	0.10200296735905044
Adra2c	0.0925925925925926
Aff2	0.206531332744925
Aff3	0.1131782945736434
Agap2	0.033402922755741124
Agbl4	0.0998248686514886
Agtpbp1	0.08710078805474906
Ahi1	0.14359733530717989
AI593442	0.2335216572504708
Ajap1	0.09574468085106384
Ak5	0.08870056497175141
Aldh1b1	0.06252271901126863
Allc	0.15527950310559008
Aloxe3	0.0851975249881009
Amigo1	0.15674984005118364
Amn	0.23359840954274355
Amy1	0.16036866359447002
Angpt1	0.036208031599736665
Ank1	0.04985213350232361
Ank3	0.03953871499176277
Ankrd24	0.5041322314049587
Ankrd34a	0.04886769964243147
Ankrd34b	0.1070625281151597
Ankrd35	0.2713270142180095
Ankrd42	0.2225994180407372
Ankrd45	0.27677390921110623
Ankrd55	0.1128307538691962
Ano5	0.25514626218851577
Aox4	0.23615285530270505
Ap3b2	0.04327902240325866
Apba1	0.06236080178173719
Apc2	0.08982772764561116
Arg2	0.15467422096317282
Arhgap15	0.17373737373737375
Arhgap20	0.20094868477792152
Arhgap33	0.20151679306608886
Arhgap36	0.2748904195366312
Arhgap44	0.07600341588385995
Arx	0.11826650465775618
Asphd1	0.17677902621722846
Asxl3	0.2223587223587224
Atcay	0.03796586555207245
Atg9b	0.11275626423690205
Atl1	0.028234302570585755
Atp2b2	0.0860413589364845
Atp2b3	0.00306044376434583
Atp6ap1l	0.1792452830188679
Atp6v1g2	0.0680431722196152
Auts2	0.04339250493096647
Avp	0.0782312925170068
AW551984	0.4520737327188941
B3galnt1	0.06618962432915923
B3galt2	0.1036353771025502
B3gnt4	0.15699658703071673
B4galnt4	0.08382909680908597
B4galt6	0.18406980016887134
B630019K06Rik	0.12781954887218044
Baiap2l2	0.15273856578204406
Baiap3	0.03796945934791581
Barhl2	0.04569190600522192
Basp1	0.4719298245614035
BC024139	0.5632839224629418
Bcl11a	0.015363128491620113
Bcl11b	0.07015985790408526
Begain	0.10200492437565953
Bend4	0.2014780241151303
Bend6	0.3188331627430911
Bex1	0.11916869334512492
Bex2	0.08012914587613737
Bfsp1	0.1971201588877855
Bhlhe22	0.04846686449060336
Bmp3	0.2879234167893962
Bmp5	0.08502581755593805
Bmp6	0.08455882352941176
Bpifa1	0.3044889129259059
Bsn	0.10818231740801756
Btbd11	0.18482972136222914
C1qtnf1	0.124
C1qtnf4	0.034098582039162724
C2cd4c	0.09220389805097452
C530008M17Rik	0.34296774193548385
Cacna1a	0.025850340136054424
Cacna1b	0.07552581261950288
Cacna1c	0.03691460055096419
Cacna1g	0.04454486765655261
Cacna2d1	0.01976284584980237
Cacna2d2	0.015721120984278882
Cacna2d3	0.028656716417910445
Cacnb2	0.10668163952835484
Cacnb3	0.021751574127074985
Cacng5	0.0061255742725880545
Cadm3	0.07355327203893998
Cadps	0.021038790269559498
Calb1	0.015704387990762125
Calb2	0.010450685826257348
Calca	0.6982922201138521
Caly	0.21691176470588236
Camk1g	0.017099056603773585
Camk2b	0.027888446215139442
Camk4	0.19541984732824427
Camkv	0.08975069252077562
Camta1	0.086229652441707
Car11	0.013579049466537345
Casp3	0.08770576131687242
Cbln1	0.027848101265822787
Cbln2	0.05700934579439253
Cbln4	0.014568764568764568
Ccbe1	0.07842132239876988
Ccdc112	0.2671149144254279
Ccdc116	0.5279720279720279
Ccdc120	0.16471571906354515
Ccdc148	0.3084688726864835
Ccdc152	0.34745762711864403
Ccdc6	0.015328223925358216
Ccdc65	0.15609137055837566
Ccdc73	0.6685878962536023
Cck	0.2175418349682631
Ccnf	0.09151873767258382
Cd200	0.23818897637795275
Cd24a	0.3043956043956044
Cd274	0.2443786982248521
Cdh12	0.03970917225950783
Cdh18	0.01861360718870347
Cdh4	0.08530640668523677
Cdh7	0.05512249443207127
Cdh8	0.1246641590542719
Cdh9	0.06633081444164568
Cdhr1	0.12491467576791808
Cdk14	0.07659073055773763
Cdk5r2	0.08054169636493227
Cdkl1	0.11978891820580476
