Gene name	sharrisii_dNdS
0610010F05Rik	0.1346478142430925
0610010K14Rik	0.10104431272932543
0610040J01Rik	0.19109975799946224
1110012L19Rik	0.10317460317460317
1110017D15Rik	0.13277459197176886
1110032A03Rik	0.34941912421805177
1110051M20Rik	0.12869098373598611
1110059E24Rik	0.20276896452264206
1190007I07Rik	0.2383458646616541
1600002K03Rik	0.24736064766697666
1600014C10Rik	0.08400786308973174
1700003E16Rik	0.01085705743498107
1700021F05Rik	0.19237617351893813
1700029J07Rik	0.1615679467708107
1700030K09Rik	0.23899794354084875
1700037C18Rik	0.13496295270410635
1700066M21Rik	0.16409643788010428
1700094D03Rik	0.29863985807214666
1700123O20Rik	0.22342244327012745
1810010H24Rik	0.0560070459185716
1810013L24Rik	0.1436155350656608
2010300C02Rik	0.2292123979278251
2210016F16Rik	0.10435682122429113
2210408I21Rik	0.35626338329764456
2300009A05Rik	0.08972821742605916
2310011J03Rik	0.009368216611447504
2310022A10Rik	0.11016605913325234
2310022B05Rik	0.16207276736493936
2310033P09Rik	0.02896658445766237
2310057M21Rik	0.2991334808259587
2310061I04Rik	0.20079787234042554
2410131K14Rik	0.0425550976527504
2610002M06Rik	0.025800711743772242
2610301B20Rik	0.2546341463414634
2610507B11Rik	0.04481719302843664
2700049A03Rik	0.2660145370559065
2700062C07Rik	0.540553968451124
2700097O09Rik	0.19399721725303126
2810004N23Rik	0.22245913290689406
2810006K23Rik	0.09199374887299393
3110040N11Rik	0.13816838747586668
3110082I17Rik	0.003744858958284119
4833420G17Rik	0.2420151465261771
4921524J17Rik	0.06138369944569904
4930402H24Rik	0.20552331398839305
4930430F08Rik	0.09226502773197423
4930452B06Rik	0.2236820762368208
4930453N24Rik	0.2345610119047619
4930503L19Rik	0.3948921180096874
4931406C07Rik	0.07161458333333334
4931406P16Rik	0.09104913247932543
4931428F04Rik	0.0033851678693634173
4932438A13Rik	0.03448275862068965
5031439G07Rik	0.02888255362901342
5330417C22Rik	0.09231499051233397
5730409E04Rik	0.11111111111111112
5730455P16Rik	0.30129113525429063
6030458C11Rik	0.18354061406918
6430548M08Rik	0.056043091448284205
6430571L13Rik	0.12630045776113194
8030462N17Rik	0.11159959418329388
9330159F19Rik	0.5740968571748126
9330182L06Rik	0.06158622070899258
9530068E07Rik	0.1656336542265594
9930104L06Rik	0.13906540228761366
A130010J15Rik	0.29756566303651505
A430005L14Rik	0.4053249545229039
Aaas	0.06433479075577764
Aacs	0.02026940674283669
Aagab	0.13175346206358493
