Gene name	mean
0610009B22Rik	0.05584124041288616
0610010F05Rik	0.13060189888293305
0610010K14Rik	0.16049834473840927
0610012G03Rik	0.09793796547845543
0610030E20Rik	0.1363086986169784
0610040J01Rik	0.4530651281373202
1110004F10Rik	0.034260582698496835
1110008P14Rik	0.08030834583696267
1110012L19Rik	0.223881609424088
1110032A03Rik	0.3226366535189068
1110032F04Rik	0.071618264069996
1110038F14Rik	0.3550579938192286
1110051M20Rik	0.07240894658180502
1110059E24Rik	0.21874899542008114
1110059G10Rik	0.172391351067591
1110065P20Rik	0.3078246633886044
1190005I06Rik	0.23125
1190007I07Rik	0.319513702922957
1500009C09Rik	0.056823072626454536
1500009L16Rik	0.2033174734266152
1600002K03Rik	0.2049702788964592
1600012H06Rik	0.08192855501902159
1600014C10Rik	0.2104980248981969
1700001O22Rik	0.5308323215143887
1700003F12Rik	0.29008031460711925
1700017B05Rik	0.21528028031634508
1700020L24Rik	0.17824326051329034
1700021F05Rik	0.207012195158155
1700025G04Rik	0.07866687285088833
1700030K09Rik	0.4087671411928305
1700037C18Rik	0.3049022601270806
1700037H04Rik	0.09328152077031507
1700066M21Rik	0.26430197710001563
1700094D03Rik	0.4427412194744345
1700123O20Rik	0.2236823822525556
1810010H24Rik	0.0891737022521115
1810013L24Rik	0.22341466586534608
1810024B03Rik	0.33600329294769177
1810030O07Rik	0.19967178510328926
1810037I17Rik	0.4175220688499219
1810055G02Rik	0.684324206933385
1810058I24Rik	0.16802482529168902
2210016F16Rik	0.16001333207269086
2210016L21Rik	0.28963944349642906
2210408I21Rik	0.4138073639135957
2300009A05Rik	0.13149618323475998
2310009A05Rik	0.6208888659541518
2310009B15Rik	0.3834385764166334
2310011J03Rik	0.15258548016740045
2310022A10Rik	0.13859437098726174
2310022B05Rik	0.1407218011782106
2310033P09Rik	0.10813139203445922
2310039H08Rik	0.2911047863213168
2310057M21Rik	0.31944486017926593
2310061I04Rik	0.2871674802852729
2410004B18Rik	0.08188059648222623
2410131K14Rik	0.056598293077629536
2510002D24Rik	0.1931765331207229
2510009E07Rik	0.05471612227742318
2510039O18Rik	0.05118448033287397
2610001J05Rik	0.13574153757031096
2610002M06Rik	0.10358038769798164
2610301B20Rik	0.3221498085368492
2610507B11Rik	0.08852958505357078
2610528A11Rik	0.7902652153120509
2700049A03Rik	0.3395255543517566
2700062C07Rik	0.2817213420527262
2700081O15Rik	0.11907159853010868
2700097O09Rik	0.26247040421415924
2810004N23Rik	0.3015413691681137
2810006K23Rik	0.2086255078638436
2810459M11Rik	0.2828296478224054
3110001I22Rik	0.589277129252002
3110009E18Rik	0.18921719238832607
3110040N11Rik	0.20673003870851975
3110082I17Rik	0.15299548528676074
4833420G17Rik	0.3084760419591958
4833439L19Rik	0.2403418199177962
4921524J17Rik	0.09350318110235303
4930402H24Rik	0.21648466032029912
4930404N11Rik	0.1599045145074049
4930430F08Rik	0.1608053481309943
4930453N24Rik	0.25094481340545416
4930503L19Rik	0.3407736158938149
4930523C07Rik	0.2322635003902703
4930579G24Rik	0.18791566469244456
4931406C07Rik	0.13197387425974758
4931406P16Rik	0.09874951872960884
4931428F04Rik	0.14013937700789866
4932438A13Rik	0.03713729181753407
5031439G07Rik	0.056151525186435854
5730409E04Rik	0.1481763794094549
5730455P16Rik	0.14362924563391805
6030458C11Rik	0.25707376253751524
6030468B19Rik	0.2675412425287745
6330403K07Rik	0.21660961921308972
6430548M08Rik	0.05111453108359903
8030462N17Rik	0.1088101700877753
9130023H24Rik	0.06875293007872442
9130401M01Rik	0.5515699650938566
9330159F19Rik	0.6490028255765511
9330182L06Rik	0.0711410557072572
9430015G10Rik	0.2259771947951269
9430038I01Rik	0.3797588875412394
9530068E07Rik	0.2464111150236264
9530077C05Rik	0.15734126154514164
9930021J03Rik	0.30021010667688475
9930104L06Rik	0.2383552943529933
A130010J15Rik	0.3109237188017566
A2m	0.3212063951448316
A430005L14Rik	0.3529367927198471
A430033K04Rik	0.24774189610524794
A630001G21Rik	0.944104946089066
Aaas	0.08813454272261602
Aacs	0.048058399055167726
Aagab	0.13571554821926066
Aak1	0.1463319078848666
Aamp	0.022371818455289558
Aard	0.2972876762922761
Aars	0.04727104234273825
Aars2	0.15049491207350862
Aarsd1	0.2755991646501144
Aasdh	0.2666053961585827
Aasdhppt	0.1029635335375392
Aass	0.10744807403779973
Aatf	0.24294264257184675
Aatk	0.15616475122807652
AB124611	0.2136439022935892
Abat	0.076208356231251
Abca1	0.05348879708321765
Abca2	0.04352632332748641
Abca3	0.07824486517887383
Abca5	0.09779734840240396
Abca7	0.13774098507475568
Abca8b	0.27273653538963105
Abca9	0.2335838683659107
Abcb10	0.16518974403673656
Abcb1b	0.2062559650636485
Abcb4	0.1022946957878298
Abcb6	0.1405936798208903
Abcb7	0.15009272141674332
Abcb8	0.16372760450879775
Abcb9	0.03870456212736728
Abcc1	0.06904188242132896
Abcc10	0.18413373641704253
Abcc3	0.152132669369962
Abcc4	0.09252663287219716
Abcc5	0.06853380670276993
Abcd1	0.06659952343028518
Abcd2	0.07619721484662371
Abcd3	0.060712485955701716
Abcd4	0.11239259380972606
Abce1	0.01313416591422108
Abcf1	0.06630480729200808
Abcf2	0.013240062733484808
Abcf3	0.038571757923280506
Abcg1	0.02502369705595185
Abcg2	0.20444484033150534
Abcg4	0.03840158914249578
Abhd10	0.2568461325161118
Abhd11	0.2413946040564485
Abhd12	0.08865568245310647
Abhd13	0.027997752716242854
Abhd14a	0.2263750291431727
Abhd14b	0.19298502141023804
Abhd15	0.07873351268022223
Abhd16a	0.06001840175106218
Abhd2	0.01419770088259846
Abhd3	0.07514076236874401
Abhd4	0.04465779876232055
Abhd5	0.06327946109289781
Abhd6	0.06594255334664345
Abhd8	0.03552977188546405
Abi1	0.03564239035969143
Abi2	0.052850637066377895
Abi3	0.13181805678011496
Abl1	0.0908201563984326
Abl2	0.08670517046241838
Ablim1	0.08851600461118847
Ablim2	0.08424066895112216
Abr	0.03310156337775419
Abt1	0.1699805564780108
Abtb1	0.041671798653469566
Abtb2	0.02485916157068182
Acaa1a	0.5658227848101265
Acaa1b	0.16367980884109914
Acaa2	0.11045812683202456
Acaca	0.02837383545814532
Acad10	0.23159949250871265
Acad11	0.1861742157214516
Acad12	0.5841615418405448
Acad8	0.12602942565165395
Acad9	0.12206902816672248
Acadl	0.11419067730617767
Acadm	0.06336201011253823
Acads	0.06779712571840721
Acadsb	0.18112475782002865
Acadvl	0.1773357703616996
Acan	0.2348640592305671
Acap2	0.04907289740264953
Acap3	0.043036193260708566
Acat1	0.1516602981665745
Acat2	0.11386034255599473
Acat3	0.20936173636674515
Acbd3	0.12176367045140515
Acbd4	0.2536217242725706
Acbd5	0.20752182939207411
Acbd6	0.21484415422858427
Accs	0.17471939807495016
Acd	0.4343119821528608
Ace	0.1287620975853002
Acer3	0.18949307746336916
Ache	0.10428154723416168
Acin1	0.19314734702133265
Acly	0.023449569284318246
Aco1	0.061188724433435475
Aco2	0.031031751419142536
Acot1	0.2848200312989045
Acot10	0.2920784495210311
Acot11	0.07849893244001614
Acot13	0.16082323218062833
Acot2	0.3859797297297297
Acot5	0.3088210015934617
Acot6	0.37552979814362936
Acot7	0.09710279994215656
Acot8	0.14517745365156584
Acot9	0.15866595621003682
Acox1	0.10385664302556484
Acox3	0.18867102788827567
Acp2	0.15350702773304548
Acp5	0.09240226941115283
Acp6	0.2819094864702511
Acrbp	0.2268174434707149
Acsbg1	0.09151057902164526
Acsf2	0.17310630805504118
Acsf3	0.15641235537709414
Acsl1	0.15795960952149907
Acsl3	0.07437060025127673
Acsl4	0.0527922705501284
Acsl5	0.21388551706213496
Acsl6	0.12724025885885198
Acss1	0.09544020451026664
Acss2	0.09326911083335583
Actb	0.014724332435413925
Actg1	0.010798692457282023
Actl6a	0.01913581716626
Actl6b	0.019893924541988097
Actn1	0.022882370863854033
Actn4	0.013022074835497659
Actr10	0.0656444617504266
Actr1a	0.050810287972812826
Actr1b	0.018672457744931963
Actr2	0.03502388081078126
Actr3	0.02192642432625319
Actr3b	0.04609627490590442
Actr5	0.055673467110059056
Actr6	0.015800366608963196
Actr8	0.02829482346318809
Acvr1	0.02321815034155416
Acvr1b	0.03152944668109573
Acvr2a	0.022174102521205802
Acvr2b	0.031454675773003184
Acvrl1	0.08303761161365568
Acy1	0.15028967738905913
Acy3	0.22353128062029412
Acyp1	0.11301251041539286
Acyp2	0.1588806592009313
Ada	0.08392558459291696
Adal	0.21085218268046746
Adam10	0.05474380878070041
Adam11	0.0567651954436957
Adam12	0.1773060915780142
Adam15	0.2289436404746453
Adam17	0.07748807278472758
Adam19	0.20260617343540066
Adam22	0.10424307360914134
Adam23	0.1027785557080508
Adam8	0.2672138391053325
Adam9	0.14436809726277633
Adamts1	0.10996921597700086
Adamts10	0.04512304037969877
Adamts16	0.1358429497820664
Adamts20	0.1912977778067214
Adamts3	0.12226014849245533
Adamts4	0.1015161615055638
Adamts5	0.08351152417449463
Adamts6	0.07534261649611503
Adamts9	0.10303631773190793
Adamtsl2	0.05733691232620777
Adap1	0.05896978569529705
Adap2	0.15154838791901892
Adar	0.18499857466243916
Adarb1	0.04766525744637285
Adat2	0.09779747898040063
Adck1	0.08260881037213741
Adck5	0.12879177942161613
Adcy1	0.058953327415247114
Adcy2	0.0476531901492643
Adcy3	0.040434959511900334
Adcy5	0.03882068269652677
Adcy6	0.049878957935879514
Adcy7	0.10703617147809236
Adcy8	0.032643011539484526
Adcy9	0.06339266388218583
Adcyap1r1	0.0806732479003175
Add1	0.08576087075292993
Add2	0.051468783797607935
Add3	0.06858044395386174
Adh5	0.09425519397592562
Adhfe1	0.11774293398775453
Adi1	0.08535451546816031
Adipor1	0.0653614944865115
Adipor2	0.11087592538699688
Adk	0.12542405546401292
Adm	0.28528507445635204
Adnp	0.06198475498743016
Adnp2	0.14280856070966866
Ado	0.0712414441525545
Adora1	0.035624763159996325
Adora2a	0.090156486436172
Adora2b	0.1236770435911652
Adpgk	0.1460433749340035
Adprh	0.1408834755309452
Adprhl2	0.09100115076635804
Adra1a	0.058741582557079036
Adra1b	0.04654549944848118
Adra2a	0.035446715316407175
Adrb1	0.04769928826630152
Adrb2	0.09219875661907644
Adsl	0.07520217926543392
Adss	0.05972447769081705
Adssl1	0.040469627594164025
Aebp1	0.10018142768229024
Aebp2	0.08750452932398642
Aen	0.17237425122449598
Afap1	0.04993748920649848
Afap1l1	0.08061559238261208
Afap1l2	0.12738978316960034
Aff1	0.25811665456627153
Aff3	0.11534234255190805
Aff4	0.08124341389948644
Afg3l1	0.13132282441025314
Afg3l2	0.054693857471626535
Aftph	0.3247306828365193
Aga	0.23494539924054825
Agap1	0.05306082737073725
Agap2	0.07312953131301472
Agap3	0.06943788343026695
Agbl5	0.18501660742647935
Agfg1	0.09827578074200237
Agfg2	0.20541333681719415
Aggf1	0.14159564260929874
Agk	0.10324012989016708
Agl	0.06730937207366683
Agmo	0.202020040768066
Agpat1	0.09426815435173784
Agpat2	0.11991038817147436
Agpat3	0.05003037201568057
Agpat4	0.0772921983750979
Agpat5	0.25534718084344793
Agps	0.1661812877616156
Agrn	0.14655239251646845
Agt	0.2142640691394788
Agtpbp1	0.08639038407852359
Agtrap	0.1962003973558878
Ahctf1	0.2987891290124893
Ahcyl1	0.024777636328858592
Ahcyl2	0.022482292766785383
Ahdc1	0.04620768165414868
Ahi1	0.17178144858344718
Ahsa1	0.08035364851087781
Ahsa2	0.2169514491737356
AI413582	0.038612334862178
AI429214	0.5149355399127199
AI467606	0.23757835740478134
AI593442	0.1754151908909977
AI597479	0.18747831195134834
AI837181	0.0876799526416195
AI987944	0.24924924924924924
Aif1	0.18102766405517048
Aif1l	0.047106494095298566
Aifm1	0.15061260674921706
Aifm2	0.15398596545459536
Aifm3	0.04404708908149862
Aig1	0.1360419961379534
Aim2	0.39683762154213015
Aimp1	0.1291046477188792
Aimp2	0.0988634998599953
Aip	0.04002151961557218
Ak1	0.10146211178389566
Ak2	0.061462014952279174
Ak3	0.09266719792483273
Ak4	0.12120431824180875
Ak5	0.08458032928409888
Akap1	0.29626325340186305
Akap10	0.1954176625233008
Akap11	0.2814842497962177
Akap12	0.2935255303541869
Akap13	0.2850956327575063
Akap17b	0.31273811008462443
Akap6	0.2055962309795924
Akap7	0.2536516331465408
Akap8	0.17968219287121215
Akap8l	0.08625063909015157
Akap9	0.2273518798402784
Akirin1	0.1795005550542497
Akirin2	0.12803363630367873
Akna	0.4370424108068857
Akr1b10	0.3311845286059629
Akr1b3	0.09972434385245753
Akr1e1	0.20866354630912687
Akr7a5	0.10338701469756713
Akt1	0.0143527984396664
Akt1s1	0.08587660742138044
Akt2	0.026671824825072115
Akt3	0.024626989367801357
Aktip	0.060765630759703426
Alad	0.1395613895958657
Alas1	0.07689310244198405
Alas2	0.12292308765893545
Alcam	0.09328402611309976
Aldh16a1	0.17835437956739147
Aldh18a1	0.040473314042605735
Aldh1a1	0.11502779151505467
Aldh1l1	0.06741826325276963
Aldh1l2	0.07247569879600466
Aldh2	0.035856296445038495
Aldh3a2	0.14567096373007668
Aldh3b1	0.08011952843537205
Aldh4a1	0.0586505416906592
Aldh5a1	0.1132331646744386
Aldh6a1	0.07090263111403579
Aldh7a1	0.1458573337392007
Aldh9a1	0.1275013120375592
Aldoa	0.21242824523029888
Aldoart1	0.2634328358208955
Aldoart2	0.1897013504705504
Aldoc	0.034576324783167516
Alg1	0.19122531708760526
Alg10b	0.12554967162815633
Alg11	0.1675181055376753
Alg12	0.15867775248345892
Alg13	0.4766621178385884
Alg14	0.26395718602518464
Alg2	0.1841590563857016
Alg3	0.13788215172061113
Alg5	0.13695270669871618
Alg6	0.20326383795884026
Alg8	0.16176502743622342
Alg9	0.07866072760633737
Alkbh1	0.18710644331707224
Alkbh2	0.15442154758705384
Alkbh3	0.2061949272350765
Alkbh4	0.1034248495491093
Alkbh5	0.028545034976713905
Alkbh6	0.1128587112868102
Alkbh7	0.1153327535103925
Alkbh8	0.2129105353382613
Alms1	0.5618232067079555
Alox5	0.04583950614119491
Alox5ap	0.0652531148267553
Alpk1	0.31394206960351123
Alpl	0.05253119435089682
Als2	0.09038134173602076
Als2cl	0.12559033275625414
Amacr	0.2173769012187448
Ambra1	0.07793720993061587
Amdhd2	0.10636715240549643
Amfr	0.07734644629467237
Amigo1	0.1153735397608244
Amigo2	0.09337181208203377
Amigo3	0.1550767271568357
Ammecr1l	0.04597488109145584
Amn1	0.32185380847471723
Amot	0.17216306337232332
Amotl1	0.09766672001322137
Amotl2	0.08425826304264586
Ampd2	0.02643852383484593
Ampd3	0.03991489405240355
Amph	0.16887488432707295
Amt	0.12467330518503734
Amz1	0.13417171781998954
Amz2	0.1997335059139927
Anapc1	0.09001449569779219
Anapc10	0.07546918431367833
Anapc11	0.006631465975348871
Anapc13	0.04050610107758385
Anapc16	0.0465345255276486
Anapc2	0.04441401105704044
Anapc4	0.08479982449109523
Anapc5	0.06542134382727995
Anapc7	0.01833384479719644
Ang	0.07289293849658314
Angel1	0.13600359386251276
Angel2	0.15146006816858273
Angpt1	0.05143838122417859
Angptl4	0.12481363050279258
Angptl6	0.1508235119348599
Angptl7	0.0765306492719376
Ank	0.025984252404920475
Ank3	0.05350009945503574
Ankfy1	0.056739283872148626
Ankhd1	0.104905246360039
Ankib1	0.08150800807711361
Ankle2	0.3375419606303804
Ankmy2	0.114408646210991
Ankra2	0.05379593798789725
Ankrd10	0.25063036868436656
Ankrd11	0.08430812831800695
Ankrd12	0.13689023692477745
Ankrd13a	0.06409976794467362
Ankrd13b	0.09477751692759642
Ankrd13c	0.10361887558343387
Ankrd13d	0.07786503617902531
Ankrd16	0.18811656345315253
Ankrd17	0.06629366043902693
Ankrd24	0.1904303243660567
Ankrd26	0.25028829226758265
Ankrd27	0.1366173295068092
Ankrd28	0.044079873024822566
Ankrd29	0.06753076259634068
Ankrd33b	0.12502736603329853
Ankrd37	0.2716915339103326
Ankrd39	0.10090411749285763
Ankrd40	0.1282483172265877
Ankrd44	0.06001284964738915
Ankrd46	0.050511856759369575
Ankrd49	0.1534208796660912
Ankrd52	0.02489622807540729
Ankrd54	0.057424116845960126
Ankrd6	0.14762315554716288
Ankrd9	0.058660927947711064
Anks1	0.10445579392238204
Anks1b	0.13972506604004492
Anks3	0.14297144765357284
Anks6	0.11643894057779294
Ankzf1	0.3854105818057055
Anln	0.2305021415178227
Ano10	0.08032252796316906
Ano4	0.024566354030678524
Ano6	0.06971907749274636
Ano8	0.05903658746216355
Anp32a	0.1074915381091019
Anp32b	0.17874785729349024
Anp32e	0.08436248130254942
Antxr1	0.06235137354795935
Antxr2	0.1960194510188098
Anxa11	0.0833030865054066
Anxa2	0.04249172598742887
Anxa3	0.09019634620822513
Anxa4	0.07609654791747192
Anxa5	0.0803980432559657
Anxa6	0.0569837195196243
Anxa7	0.08152255814634507
Aox1	0.20214741795838084
Ap1ar	0.058431707451618464
Ap1b1	0.039931832560935465
Ap1g1	0.02411253441267324
Ap1g2	0.15332310227319085
Ap1m1	0.014465463048664532
Ap1s1	0.036055864765247206
Ap1s2	0.09583624811033956
Ap2a1	0.017625018619041474
Ap2a2	0.02013292758534408
Ap2b1	0.0208938195353813
Ap2m1	0.0077131290208635375
Ap2s1	0.01864400241231436
Ap3b1	0.11770051143101899
Ap3b2	0.06527007518341592
Ap3d1	0.041805040023708745
Ap3m1	0.011584923695178537
Ap3m2	0.02091326813681718
Ap3s1	0.1943768062833878
Ap3s2	0.027489570951898468
Ap4e1	0.2635846372357228
Ap4m1	0.07095926485788667
Ap4s1	0.10449385391663092
Apaf1	0.1327203303853163
Apba1	0.06362323663400357
Apba2	0.04802076911281823
Apba3	0.0899383324917911
Apbb1	0.09204473000877188
Apbb1ip	0.2070002183033532
Apbb2	0.07047710304746033
Apbb3	0.11338518295934807
Apc	0.09089938084840007
Apc2	0.06281256990885545
Apcdd1	0.052570129535280716
Apeh	0.11112948723054183
Apex1	0.04987056337432659
Apex2	0.2894063006654349
Aph1a	0.050383154676987424
Aph1b	0.2801759065505869
Aph1c	0.9787234042553192
Api5	0.03590056952824558
Apip	0.057037483075061964
Apln	0.15206550447170367
Aplp1	0.09980487705235044
Aplp2	0.08619082379984537
Apobec1	0.3316401515880161
Apobec2	0.056452316246441675
Apobec3	0.5066438034316585
Apobr	0.6588342659560358
Apoc1	0.2596584138583156
Apod	0.2660402436087045
Apoe	0.12660592730991824
Apold1	0.0712615874096991
Apool	0.37076930756425297
App	0.023074650698641275
Appbp2	0.018225380850915792
Appl1	0.03899549732541225
Appl2	0.0976639875802778
Aprt	0.08676789469889318
Aptx	0.2701010616989236
Aqp11	0.23514879323566254
Aqp4	0.07872871133776442
Aqp9	0.3698972595602222
Aqr	0.05427530058034407
Araf	0.061254469080571014
Arap1	0.08526211079610595
Arap2	0.1544291599764884
Arap3	0.14334904595813042
Arc	0.03119310140390433
Arcn1	0.017943464793306052
Arf1	0.14916977650669844
Arf2	0.10177004944844237
Arf3	0.03893158431117347
Arf4	0.05189261803707707
Arf5	0.07320094199171391
Arf6	0.08505646406009898
Arfgap1	0.10059559556461534
Arfgap2	0.10770882176549462
Arfgap3	0.11840908391669082
Arfgef1	0.042879683291241685
Arfgef2	0.04373613114191801
Arfip1	0.09733487804150613
Arfip2	0.03666218525370465
Arfrp1	0.029913550831821605
Arglu1	0.10860381179142196
Arhgap1	0.04466083420571113
Arhgap11a	0.2746897328561964
Arhgap12	0.09469152945000947
Arhgap17	0.13267879764742496
Arhgap18	0.17131053020789572
Arhgap19	0.15623188239224642
Arhgap20	0.2353010974864811
Arhgap21	0.11905402694996345
Arhgap22	0.10781889030947614
Arhgap23	0.08264520309211232
Arhgap24	0.05695132752093497
Arhgap25	0.12153658681421392
Arhgap27	0.08939791061578434
Arhgap29	0.1864675047605602
Arhgap30	0.2813601076352461
Arhgap31	0.2670390697080272
Arhgap32	0.14788380526639264
Arhgap33	0.10908601270518567
Arhgap39	0.058113343468107724
Arhgap4	0.14305722695378134
Arhgap42	0.04610085909958013
Arhgap44	0.07151124817840745
Arhgap5	0.035572880012371175
Arhgap8	0.10643447818596727
Arhgap9	0.17311179178627312
Arhgdia	0.035377895363686525
Arhgdib	0.06846807758872518
Arhgdig	0.15677291533302304
Arhgef1	0.1161415247060789
Arhgef10	0.10158614275173997
Arhgef10l	0.06195820807062346
Arhgef11	0.18419965674300626
Arhgef12	0.15658234358382336
Arhgef17	0.10706596827132628
Arhgef18	0.11455586332442573
Arhgef19	0.08888522698724577
Arhgef2	0.09227141168150027
Arhgef25	0.17914654659140322
Arhgef26	0.10471390987023917
Arhgef3	0.07300144820109733
Arhgef4	0.0720091182659917
Arhgef40	0.17142288999153515
Arhgef6	0.11701865676389812
Arhgef7	0.0612521299213655
Arhgef9	0.030974307434720943
Arid1a	0.07659733690229066
Arid1b	0.06860606323833095
Arid2	0.10328858892883223
Arid3a	0.10062190815160893
Arid3b	0.20077788584817494
Arid4a	0.11558220407412832
Arid4b	0.11698046770037684
Arid5a	0.2414715801619901
Arid5b	0.11011764467326153
Arih1	0.045513157033304566
Arih2	0.032536962964512514
Arl1	0.03949453094231736
Arl10	0.10256455850436394
Arl11	0.15775590990717694
Arl13b	0.16257657414240287
Arl15	0.09342800809372882
Arl16	0.14499873602391775
Arl2	0.034406335046018324
Arl2bp	0.07112056416779618
Arl3	0.02985545895666172
Arl4a	0.02017625569987225
Arl4c	0.008293425869556932
Arl4d	0.027979424112887175
Arl5a	0.025256298290538392
Arl5b	0.030592632830262107
Arl5c	0.12482391463666015
Arl6	0.07315117438650685
Arl6ip1	0.07691406554689316
Arl6ip4	0.14888079509688884
Arl6ip5	0.06487888389139611
Arl6ip6	0.24316322872798898
Arl8a	0.043389747246276325
Arl8b	0.08673360708705474
Armc1	0.023889900840875142
Armc10	0.2371629244803811
Armc5	0.1382879063134753
Armc6	0.10129784791086567
Armc7	0.0884171680595335
Armc8	0.0273930198121016
Armc9	0.15212859595371467
Armcx1	0.1716147022369883
Armcx2	0.3011746896401141
Armcx3	0.060157283097573774
Armcx5	0.4720872643571049
Armcx6	0.36514118551203945
Arnt	0.14676188583335115
Arnt2	0.0410818464356876
Arntl	0.0291965308879336
Arpc1a	0.02967605449921265
Arpc1b	0.034059528335486866
Arpc2	0.04389085034274382
Arpc3	0.03068647811340943
Arpc4	0.019079974003307208
Arpc5	0.045047246519139855
Arpc5l	0.07514319755030854
Arpp19	0.09392676993910468
Arpp21	0.14796002799406427
Arrb1	0.02571856385828757
Arrb2	0.04660897293808463
Arrdc1	0.16629355862902728
Arrdc2	0.0915457652787596
Arrdc3	0.045368027439950366
Arrdc4	0.10527725819430143
Arsa	0.14196491256213456
Arsb	0.21820549968071687
Arsg	0.19135090117687534
Arsk	0.21151849880697365
Arv1	0.14068146743050847
Arvcf	0.06932772125798174
Arx	0.057799068567573685
As3mt	0.2820539740074435
Asah1	0.21478275761750035
Asah2	0.20633896931876594
Asap1	0.058749231586451525
Asap2	0.05356155025288696
Asap3	0.1382100063539843
Asb1	0.06079937809378054
Asb10	0.1871778028240205
Asb13	0.03259524149774593
Asb2	0.059263835879438134
Asb3	0.21771215469075125
Asb6	0.050329727719726484
Asb7	0.011499108204201663
Asb8	0.03817284795241256
Ascc1	0.1264250473393464
Ascc2	0.1421924156745384
Ascc3	0.08890844500815424
Ascl1	0.05089704718279865
Asf1a	0.016634434625524618
Asf1b	0.07958887826683825
Ash1l	0.09850347125260923
Ash2l	0.03868614578403215
Asl	0.05669864117324019
Asna1	0.0052908919793558645
Asns	0.054180348499295684
Aspa	0.13531753991974646
